timestamp,gpu_id,utilization,mem_usage,temp,power
2024-10-15 18:19:44,1, 84, 0, 51, 47.63
2024-10-15 18:19:44,2, 5, 0, 49, 36.15
2024-10-15 18:19:44,3, 89, 0, 50, 46.17
2024-10-15 18:19:50,0, 85, 0, 47, 44.11
2024-10-15 18:19:50,1, 72, 0, 51, 47.87
2024-10-15 18:19:50,2, 5, 0, 49, 36.07
2024-10-15 18:19:50,3, 79, 0, 50, 46.17
2024-10-15 18:19:55,0, 86, 0, 47, 44.44
2024-10-15 18:19:55,1, 90, 0, 52, 47.72
2024-10-15 18:19:55,2, 88, 0, 49, 44.51
2024-10-15 18:19:55,3, 5, 0, 49, 35.74
2024-10-15 18:20:00,0, 15, 0, 47, 44.20
2024-10-15 18:20:00,1, 90, 0, 52, 47.72
2024-10-15 18:20:00,2, 9, 0, 49, 44.27
2024-10-15 18:20:00,3, 34, 0, 50, 46.26
2024-10-15 18:20:05,0, 85, 0, 47, 44.44
2024-10-15 18:20:05,1, 80, 0, 52, 47.29
2024-10-15 18:20:05,2, 5, 0, 49, 44.25
2024-10-15 18:20:05,3, 5, 0, 50, 46.26
2024-10-15 18:20:10,0, 59, 0, 47, 44.33
2024-10-15 18:20:10,1, 14, 0, 52, 47.63
2024-10-15 18:20:10,2, 5, 0, 49, 44.17
2024-10-15 18:20:10,3, 22, 0, 50, 46.36
2024-10-15 18:20:15,0, 63, 0, 47, 44.30
2024-10-15 18:20:15,1, 70, 0, 52, 47.72
2024-10-15 18:20:15,2, 5, 0, 50, 44.17
2024-10-15 18:20:15,3, 19, 0, 50, 46.26
2024-10-15 18:20:20,0, 84, 0, 47, 44.11
2024-10-15 18:20:20,1, 84, 0, 52, 47.53
2024-10-15 18:20:20,2, 5, 0, 50, 44.36
2024-10-15 18:20:20,3, 5, 0, 50, 46.17
2024-10-15 18:20:25,0, 85, 0, 47, 43.71
2024-10-15 18:20:25,1, 84, 0, 52, 47.15
2024-10-15 18:20:25,2, 5, 0, 50, 44.27
2024-10-15 18:20:25,3, 85, 0, 50, 46.02
2024-10-15 18:20:30,0, 85, 0, 48, 44.35
2024-10-15 18:20:30,1, 85, 0, 52, 47.53
2024-10-15 18:20:30,2, 9, 0, 50, 44.42
2024-10-15 18:20:30,3, 5, 0, 50, 46.02
2024-10-15 18:20:35,0, 81, 0, 48, 44.11
2024-10-15 18:20:35,1, 81, 0, 51, 47.72
2024-10-15 18:20:35,2, 90, 0, 50, 44.83
2024-10-15 18:20:35,3, 5, 0, 50, 45.87
2024-10-15 18:20:40,0, 1, 0, 48, 43.57
2024-10-15 18:20:40,1, 2, 0, 51, 46.90
2024-10-15 18:20:40,2, 1, 0, 50, 44.01
2024-10-15 18:20:40,3, 2, 0, 49, 35.64
2024-10-15 18:20:45,0, 60, 0, 48, 44.00
2024-10-15 18:20:45,1, 67, 0, 52, 47.53
2024-10-15 18:20:45,2, 5, 0, 50, 44.50
2024-10-15 18:20:45,3, 9, 0, 48, 35.98
2024-10-15 18:20:50,0, 84, 0, 48, 43.62
2024-10-15 18:20:50,1, 90, 0, 52, 47.87
2024-10-15 18:20:50,2, 5, 0, 50, 36.40
2024-10-15 18:20:50,3, 5, 0, 49, 39.89
2024-10-15 18:20:55,0, 1, 0, 48, 43.39
2024-10-15 18:20:55,1, 1, 0, 52, 46.81
2024-10-15 18:20:55,2, 2, 0, 49, 36.15
2024-10-15 18:20:55,3, 1, 0, 49, 45.44
2024-10-15 18:21:00,0, 83, 0, 48, 44.20
2024-10-15 18:21:00,1, 69, 0, 52, 47.15
2024-10-15 18:21:00,2, 6, 0, 49, 36.31
2024-10-15 18:21:00,3, 5, 0, 50, 45.78
2024-10-15 18:21:05,0, 85, 0, 48, 44.11
2024-10-15 18:21:05,1, 91, 0, 52, 47.87
2024-10-15 18:21:05,2, 87, 0, 50, 44.74
2024-10-15 18:21:05,3, 5, 0, 50, 45.68
2024-10-15 18:21:10,0, 87, 0, 48, 44.44
2024-10-15 18:21:10,1, 85, 0, 52, 47.63
2024-10-15 18:21:10,2, 5, 0, 50, 44.27
2024-10-15 18:21:10,3, 64, 0, 50, 46.26
2024-10-15 18:21:16,0, 85, 0, 48, 44.44
2024-10-15 18:21:16,1, 84, 0, 52, 47.63
2024-10-15 18:21:16,2, 5, 0, 50, 44.27
